State/ UT,District/ Area,Year,Murder,Infanticide,Rape,Foeticide,Kidnapping & Abduction,Abetment of suicide of child,Exposure and Abandonment,Procuration of minor girls,Selling of minors for prostitution,"Prohibition of Child Marriage Act, 2006",Other Crimes,Total Crimes
Telangana,Nizamabad,2015,3,0,26,0,13,0,3,0,0,7,12,78
Telangana,Ranga Reddy,2015,4,0,13,2,12,0,0,0,0,0,5,43
Telangana,Secunderabad Railway,2015,1,0,1,0,1,0,0,0,0,0,0,4
Telangana,Warangal Rural,2015,3,0,38,0,27,0,0,0,0,0,3,112
Telangana,Warangal City,2015,2,0,16,0,6,0,0,7,0,0,6,71
Telangana,Total District(s),2015,72,2,705,2,608,0,28,42,0,15,381,2697
Tripura,Dhalai,2015,3,0,8,0,8,1,0,0,0,0,1,26
Tripura,Gomati,2015,0,0,13,0,9,0,0,0,0,0,1,26
Tripura,G. R. P.,2015,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Kowai,2015,0,0,10,0,13,0,0,0,0,0,0,26
Tripura,North,2015,1,0,7,0,3,0,0,6,0,2,0,19
Tripura,Sipahijala,2015,0,0,13,0,12,0,0,2,0,0,1,35
Tripura,South,2015,0,0,15,0,15,0,0,0,0,0,1,38
Tripura,Unakoti,2015,0,0,6,0,9,0,0,0,0,0,2,19
Tripura,West,2015,0,0,26,0,23,0,0,6,0,0,1,66
Tripura,Total District(s),2015,4,0,98,0,92,1,0,14,0,2,7,255
Uttar Pradesh,Agra,2015,3,4,0,3,203,0,0,0,3,1,17,329
Uttar Pradesh,Aligarh,2015,16,0,0,0,292,0,0,0,0,0,5,384
Uttar Pradesh,Allahabad,2015,21,0,70,0,114,0,0,0,0,0,0,275
Uttar Pradesh,Ambedkar Nagar,2015,4,0,0,0,60,0,0,0,0,0,32,161
Uttar Pradesh,Amethi,2015,1,0,16,0,92,0,0,0,0,0,0,151
Uttar Pradesh,Amroha,2015,1,0,0,0,36,0,0,0,0,0,0,102
Uttar Pradesh,Auraiya,2015,2,0,0,0,87,0,0,0,0,0,1,116
Uttar Pradesh,Azamgarh,2015,6,0,0,0,109,0,0,0,0,0,0,141
Uttar Pradesh,Badaun,2015,7,0,44,0,193,0,0,0,0,0,16,295
Uttar Pradesh,Baghpat,2015,16,0,0,0,33,0,0,0,0,0,5,90
Uttar Pradesh,Bahraich,2015,3,0,0,0,116,0,0,0,0,0,2,156
Uttar Pradesh,Ballia,2015,1,0,18,0,25,0,0,0,0,0,0,125
Uttar Pradesh,Balrampur,2015,3,0,3,0,27,0,0,0,0,0,0,65
Uttar Pradesh,Banda,2015,6,0,0,0,41,0,0,0,0,0,0,117
Uttar Pradesh,Barabanki,2015,4,0,0,0,75,0,0,0,0,0,2,151
Uttar Pradesh,Bareilly,2015,6,0,0,0,74,0,0,0,0,0,5,220
Uttar Pradesh,Basti,2015,3,0,0,0,70,0,0,0,0,0,0,121
Uttar Pradesh,Bijnor,2015,15,0,0,0,43,0,0,0,0,0,5,156
Uttar Pradesh,Bulandshahar,2015,6,0,21,0,38,0,0,0,0,1,3,91
Uttar Pradesh,Chandoli,2015,3,0,0,1,68,0,0,0,0,1,1,98
Uttar Pradesh,Chitrakoot,2015,2,0,9,0,30,0,0,0,0,0,35,115
Uttar Pradesh,Deoria,2015,5,0,24,0,109,0,0,0,0,0,1,179
Uttar Pradesh,Etah,2015,8,0,0,0,57,0,0,0,0,0,0,128
Uttar Pradesh,Etawah,2015,10,0,10,0,91,0,0,0,0,0,5,146
Uttar Pradesh,Faizabad,2015,4,0,18,0,41,0,0,0,0,0,1,80
Uttar Pradesh,Fatehgarh,2015,8,0,0,0,5,0,0,0,0,0,3,61
Uttar Pradesh,Fatehpur,2015,7,0,27,0,73,0,0,0,0,0,32,236
Uttar Pradesh,Firozabad,2015,8,0,21,0,145,0,0,0,0,0,3,244
Uttar Pradesh,G. R. P.,2015,12,1,2,1,33,0,0,1,0,0,5,62
Uttar Pradesh,Gautambudh Nagar,2015,7,0,0,0,49,0,0,0,0,0,0,84
Uttar Pradesh,Ghaziabad,2015,7,0,0,0,172,1,0,0,1,0,3,294
Uttar Pradesh,Ghazipur,2015,8,0,0,2,93,0,0,0,0,0,0,204
Uttar Pradesh,Gonda,2015,5,0,0,0,96,0,0,0,0,0,3,142
Uttar Pradesh,Gorakhpur,2015,1,2,0,0,247,0,3,0,0,0,1,322
Uttar Pradesh,Hamirpur,2015,0,0,18,0,36,0,0,0,0,0,0,63
Uttar Pradesh,Hapur,2015,4,0,12,0,19,0,0,0,0,0,0,45
Uttar Pradesh,Hardoi,2015,21,1,0,4,108,0,0,0,0,0,1,222
Uttar Pradesh,Hathras,2015,3,0,0,0,16,0,0,0,0,0,2,45
Uttar Pradesh,Jalaun,2015,3,0,0,0,35,0,0,0,0,0,0,95
Uttar Pradesh,Jaunpur,2015,3,0,0,0,110,0,0,0,0,0,0,152
Uttar Pradesh,Jhansi,2015,4,0,0,0,129,0,0,0,0,0,0,232
Uttar Pradesh,Kannauj,2015,5,0,0,0,95,0,0,0,0,0,5,191
Uttar Pradesh,Kanpur Dehat,2015,6,0,12,0,22,0,0,0,0,0,1,82
Uttar Pradesh,Kanpur Nagar,2015,1,0,0,0,31,0,0,0,0,0,0,137
Uttar Pradesh,Kasganj,2015,0,0,0,0,98,0,0,0,0,0,0,128
Uttar Pradesh,Kaushambi,2015,5,0,0,0,116,0,0,0,0,0,0,214
Uttar Pradesh,Khiri,2015,14,0,0,1,102,0,0,0,0,1,2,204
Uttar Pradesh,Kushi Nagar,2015,5,0,0,0,121,0,0,0,0,0,0,175
Uttar Pradesh,Lalitpur,2015,0,0,10,0,23,0,0,0,0,0,1,47
Uttar Pradesh,Lucknow,2015,14,0,0,0,39,0,0,0,0,0,0,174
Uttar Pradesh,Maharajganj,2015,5,0,1,0,69,0,0,0,0,0,0,184
Uttar Pradesh,Mahoba,2015,3,0,9,0,34,0,0,0,0,0,0,88
Uttar Pradesh,Mainpuri,2015,5,0,15,0,61,0,0,0,0,0,0,152
Uttar Pradesh,Mathura,2015,14,0,0,0,36,0,0,0,0,0,4,73
Uttar Pradesh,Mau,2015,4,0,0,0,72,0,0,0,0,0,0,90
Uttar Pradesh,Meerut,2015,36,1,0,0,130,0,0,0,0,0,0,288
Uttar Pradesh,Mirzapur,2015,1,0,0,0,0,0,0,0,0,0,0,5
Uttar Pradesh,Moradabad,2015,10,0,57,0,100,0,0,0,0,0,2,242
Uttar Pradesh,Muzaffarnagar,2015,1,0,0,0,147,0,0,0,0,0,0,198
Uttar Pradesh,Pilibhit,2015,7,0,0,0,52,0,0,0,0,0,3,90
Uttar Pradesh,Pratapgarh,2015,0,0,24,0,58,0,0,0,0,0,0,116
Uttar Pradesh,Raibareilly,2015,9,0,0,0,49,0,0,0,0,0,0,127
Uttar Pradesh,Rampur,2015,9,0,0,0,19,0,0,0,0,0,0,93
Uttar Pradesh,Saharanpur,2015,8,0,48,0,168,0,0,0,0,0,10,282
Uttar Pradesh,Sambhal,2015,9,0,6,0,12,0,0,0,0,0,0,106
Uttar Pradesh,Sant Kabirnagar,2015,3,0,0,0,56,0,0,0,0,0,0,97
Uttar Pradesh,Shahjahanpur,2015,7,0,17,0,103,0,0,0,0,0,6,173
Uttar Pradesh,Shamli,2015,2,0,0,0,61,0,0,0,0,0,0,108
Uttar Pradesh,Shrawasti,2015,4,0,0,0,20,0,0,0,0,0,0,45
Uttar Pradesh,Sidharthnagar,2015,1,0,0,0,57,0,0,0,0,0,0,82
Uttar Pradesh,Sitapur,2015,1,0,0,0,65,7,0,0,0,0,0,176
Uttar Pradesh,Sonbhadra,2015,4,0,8,0,14,0,0,0,0,0,2,38
Uttar Pradesh,Bhadohi,2015,2,0,0,0,4,0,0,0,0,0,0,13
Uttar Pradesh,Sultanpur,2015,9,0,6,0,87,0,0,0,0,0,2,110
Uttar Pradesh,Unnao,2015,10,0,0,0,162,0,0,0,0,0,4,324
Uttar Pradesh,Varanasi,2015,3,0,68,0,140,0,0,0,0,0,0,273
Uttar Pradesh,Total District(s),2015,474,9,594,12,5913,8,3,1,4,4,231,11420
Uttarakhand,Almora,2015,0,0,0,0,15,0,0,0,0,0,1,17
Uttarakhand,Bageshwar,2015,1,0,4,0,6,0,0,0,0,0,0,12
Uttarakhand,Chamoli,2015,0,0,2,0,14,0,0,0,0,0,0,16
Uttarakhand,Champawat,2015,1,0,2,0,3,0,0,0,0,0,0,9
Uttarakhand,Dehradun,2015,4,0,24,0,32,0,0,0,0,0,0,129
Uttarakhand,Haridwar,2015,2,0,0,0,213,0,0,1,0,0,0,242
Uttarakhand,Nainital,2015,0,0,3,0,40,0,0,0,0,1,0,54
Uttarakhand,Pauri Garhwal,2015,0,0,0,0,17,0,0,0,0,0,0,22
Uttarakhand,Pithoragarh,2015,0,0,0,0,4,0,0,0,0,0,1,15
Uttarakhand,Rudra Prayag,2015,0,0,1,0,11,0,0,0,0,0,0,13
Uttarakhand,Tehri Garhwal,2015,0,0,0,0,19,0,0,0,0,0,0,19
Uttarakhand,Udhamsingh Nagar,2015,0,0,16,0,60,0,0,0,0,0,0,76
Uttarakhand,Uttarkashi,2015,0,0,0,0,10,0,0,0,0,0,0,11
Uttarakhand,Total District(s),2015,8,0,52,0,444,0,0,1,0,1,2,635
West Bengal,North 24 Parganas,2015,11,0,0,0,420,0,0,3,0,2,77,610
West Bengal,South 24 Parganas,2015,0,0,0,0,77,0,0,0,0,1,0,258
West Bengal,Alipurduar,2015,1,0,0,0,45,0,0,26,0,0,0,107
West Bengal,Asansol-Durgapur PC,2015,3,0,0,0,75,0,0,0,0,1,0,102
West Bengal,Bankura,2015,0,0,0,0,34,0,0,9,1,3,1,73
West Bengal,Barrackpur PC,2015,2,0,0,0,150,0,0,1,0,1,40,243
West Bengal,Bidhannagar PC,2015,2,0,0,0,44,0,0,0,0,0,2,72
West Bengal,Birbhum,2015,4,0,0,0,51,0,0,17,0,0,49,170
West Bengal,Burdwan,2015,1,0,0,0,0,0,0,0,0,0,6,70
West Bengal,Coochbehar,2015,0,0,0,0,34,0,0,104,0,5,0,210
West Bengal,Dakshin Dinajpur,2015,0,0,0,0,49,1,0,48,1,0,0,149
West Bengal,Darjeeling,2015,0,0,0,0,47,0,0,0,0,1,0,106
West Bengal,Hooghly,2015,5,0,0,0,129,0,0,0,0,0,27,213
West Bengal,Howrah G. R. P.,2015,2,0,0,0,6,0,0,0,0,0,0,9
West Bengal,Howrah PC,2015,1,0,0,0,85,0,0,0,0,0,0,120
West Bengal,Howrah Rural,2015,0,0,0,0,103,0,0,4,0,0,0,144
West Bengal,Jalpaiguri,2015,1,0,0,0,103,1,0,199,1,1,2,390
West Bengal,Jhargram Police District,2015,1,0,0,0,5,0,0,0,0,0,1,13
West Bengal,Kharagpur G. R. P.,2015,0,0,0,0,0,0,0,0,0,0,0,2
West Bengal,Kolkata,2015,2,0,0,0,161,2,0,56,7,0,0,383
West Bengal,Malda,2015,1,0,0,0,105,0,0,0,0,2,0,193
West Bengal,Murshidabad,2015,9,0,0,0,90,0,0,225,7,8,0,454
West Bengal,Nadia,2015,0,0,0,0,0,0,0,0,0,3,0,74
West Bengal,Paschim Medinipur,2015,0,0,0,0,0,0,0,0,0,1,0,43
West Bengal,Purab Medinipur,2015,2,0,0,0,87,0,0,143,69,4,3,346
West Bengal,Purulia,2015,0,0,0,0,8,0,0,0,0,4,0,26
West Bengal,Sealdah G. R. P.,2015,1,0,0,0,0,0,0,0,0,0,0,4
West Bengal,Siliguri G. R. P.,2015,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri PC,2015,0,0,0,0,14,0,0,0,0,0,0,61
West Bengal,Uttar Dinajpur,2015,4,0,0,0,29,0,0,168,5,3,29,318
West Bengal,Total District(s),2015,53,0,0,0,1951,4,0,1003,91,40,237,4963
A & N Islands,South Andaman,2015,1,0,12,0,16,0,2,0,0,1,23,63
A & N Islands,North & Middle Andaman,2015,0,0,13,0,12,0,0,0,0,0,7,37
A & N Islands,Nicobar,2015,0,0,1,0,0,0,0,0,0,0,0,2
A & N Islands,Total District(s),2015,1,0,26,0,28,0,2,0,0,1,30,102
Chandigarh,Chandigarh,2015,1,0,41,0,164,0,6,7,0,0,2,271
Chandigarh,Total District(s),2015,1,0,41,0,164,0,6,7,0,0,2,271
D&N Haveli,D&N Haveli,2015,2,0,2,0,14,0,2,0,0,0,2,35
D&N Haveli,Total District(s),2015,2,0,2,0,14,0,2,0,0,0,2,35
Daman & Diu,Daman,2015,1,0,0,0,21,0,0,0,0,0,0,28
Daman & Diu,Diu,2015,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Total District(s),2015,1,0,0,0,21,0,0,0,0,0,0,28
Delhi UT,Central,2015,3,0,35,0,303,0,0,0,6,0,6,405
Delhi UT,Crime Branch,2015,0,0,0,0,1,0,0,0,0,0,0,2
Delhi UT,East,2015,4,0,83,0,625,0,3,0,0,0,42,915
Delhi UT,EOW,2015,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,IGI Airport,2015,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Metro,2015,0,0,0,0,5,0,1,0,0,0,0,6
Delhi UT,New Delhi,2015,2,0,9,1,50,0,0,0,0,0,6,72
Delhi UT,North,2015,1,0,15,0,303,0,2,0,0,0,24,410
Delhi UT,North-East,2015,8,2,78,1,867,0,2,0,0,0,33,1174
Delhi UT,North-West,2015,5,0,90,0,708,0,2,0,0,0,14,940
Delhi UT,Outer,2015,6,1,152,0,1100,0,4,0,0,0,54,1514
Delhi UT,RAILWAY,2015,0,0,13,0,30,0,4,0,0,0,3,55
Delhi UT,South,2015,7,0,120,0,582,0,2,0,0,0,0,880
Delhi UT,South-East,2015,7,0,120,0,801,0,3,0,0,0,8,1068
Delhi UT,South-West,2015,4,0,91,0,708,0,0,0,0,0,14,950
Delhi UT,Spl Cell,2015,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,SPUWAC,2015,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Vigilance,2015,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,West,2015,7,0,121,1,798,0,0,0,0,0,27,1098
Delhi UT,Total District(s),2015,54,3,927,3,6881,0,23,0,6,0,231,9489
Lakshadweep,Lakshadweep,2015,0,0,0,0,0,0,0,0,0,0,1,2
Lakshadweep,Total District(s),2015,0,0,0,0,0,0,0,0,0,0,1,2
Puducherry,Karaikal,2015,0,0,0,0,0,0,0,0,0,0,0,4
Puducherry,Puducherry,2015,0,0,0,0,5,0,0,0,0,0,2,52
Puducherry,Total District(s),2015,0,0,0,0,5,0,0,0,0,0,2,56
