STATE/UT,DISTRICT,Year,Murder,Infanticid,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
Tamil Nadu,VELLORE,2013,2,0,32,0,2,0,0,0,0,2,2,40
Tamil Nadu,VILLUPURAM,2013,2,0,16,0,48,0,0,0,0,0,19,85
Tamil Nadu,VIRUDHUNAGAR,2013,0,2,9,0,4,1,1,0,0,0,3,20
Tamil Nadu,TOTAL,2013,83,13,419,1,499,2,2,0,0,56,113,1188
Tripura,DHALAI,2013,0,0,6,0,10,0,0,0,0,0,8,24
Tripura,GOMATI,2013,4,0,2,0,0,0,0,0,0,0,1,7
Tripura,GRP,2013,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,KHOWAI,2013,1,0,9,0,1,0,0,0,0,0,11,22
Tripura,NORTH,2013,0,0,1,0,0,0,0,0,0,0,1,2
Tripura,SIPAHIJALA,2013,2,0,14,0,9,0,0,0,0,0,0,25
Tripura,SOUTH,2013,1,0,1,0,0,0,0,0,0,0,0,2
Tripura,UNAKOTI,2013,1,0,1,0,1,0,0,0,0,1,5,9
Tripura,WEST,2013,0,0,9,0,0,0,0,0,0,0,0,9
Tripura,TOTAL,2013,9,0,43,0,21,0,0,0,0,1,26,100
Uttar Pradesh,AGRA,2013,18,1,30,0,126,3,0,0,0,0,9,187
Uttar Pradesh,ALIGARH,2013,22,1,52,0,212,0,0,0,0,0,10,297
Uttar Pradesh,ALLAHABAD,2013,13,0,30,0,130,0,0,0,0,0,0,173
Uttar Pradesh,AMBEDKAR NAGAR,2013,3,0,1,0,14,0,0,0,0,0,34,52
Uttar Pradesh,AMETHI,2013,2,0,18,0,44,0,0,0,0,0,15,79
Uttar Pradesh,AMROHA,2013,11,0,9,0,39,0,0,0,0,0,0,59
Uttar Pradesh,AURAIYA,2013,3,0,8,0,65,0,0,0,0,0,17,93
Uttar Pradesh,AZAMGARH,2013,3,0,34,1,60,0,0,0,0,0,12,110
Uttar Pradesh,BADAUN,2013,13,0,27,0,121,0,0,0,0,0,10,171
Uttar Pradesh,BAGHPAT,2013,5,0,10,0,36,0,0,0,0,0,7,58
Uttar Pradesh,BAHRAICH,2013,3,0,20,0,98,0,0,0,0,0,23,144
Uttar Pradesh,BALLIA,2013,2,0,13,0,56,0,0,0,0,0,26,97
Uttar Pradesh,BALRAMPUR,2013,2,0,11,0,44,0,0,0,0,0,6,63
Uttar Pradesh,BANDA,2013,6,0,19,0,37,0,0,0,0,0,103,165
Uttar Pradesh,BARABANKI,2013,14,1,23,0,55,0,0,0,0,0,37,130
Uttar Pradesh,BAREILLY,2013,5,1,41,0,190,0,0,0,0,0,67,304
Uttar Pradesh,BASTI,2013,0,0,12,0,73,0,0,0,0,0,20,105
Uttar Pradesh,BIJNOR,2013,28,0,34,0,67,0,0,0,0,0,78,207
Uttar Pradesh,BULANDSHAHAR,2013,18,0,27,1,112,0,0,0,0,1,38,197
Uttar Pradesh,CHANDOLI,2013,1,0,11,0,35,0,0,0,0,1,23,71
Uttar Pradesh,CHITRAKOOT DHAM,2013,0,0,17,0,21,0,0,0,0,0,1,39
Uttar Pradesh,DEORIA,2013,8,0,30,0,161,1,0,0,0,0,23,223
Uttar Pradesh,ETAH,2013,7,1,23,0,13,8,0,0,0,1,41,94
Uttar Pradesh,ETAWAH,2013,6,1,18,0,55,0,0,0,0,0,1,81
Uttar Pradesh,FAIZABAD,2013,11,0,22,0,94,0,0,0,0,0,0,127
Uttar Pradesh,FATEHGARH,2013,7,0,7,0,10,0,0,0,0,0,11,35
Uttar Pradesh,FATEHPUR,2013,3,0,27,0,75,0,0,0,0,0,36,141
Uttar Pradesh,FIROZABAD,2013,4,0,39,0,169,0,0,0,0,0,0,212
Uttar Pradesh,G.R.P.,2013,1,0,3,0,33,0,1,0,0,0,3,41
Uttar Pradesh,GAUTAMBUDH NAGAR,2013,12,0,8,1,133,0,0,0,0,0,21,175
Uttar Pradesh,GHAZIABAD,2013,3,1,14,4,180,4,0,0,0,0,34,240
Uttar Pradesh,GHAZIPUR,2013,1,0,13,2,91,3,0,0,0,0,17,127
Uttar Pradesh,GONDA,2013,1,0,14,0,93,0,0,0,0,0,32,140
Uttar Pradesh,GORAKHPUR,2013,8,0,21,0,170,2,0,0,0,0,36,237
Uttar Pradesh,HAMIRPUR,2013,0,0,15,0,15,0,0,0,0,0,25,55
Uttar Pradesh,HAPUR,2013,2,0,15,0,38,0,0,0,0,0,5,60
Uttar Pradesh,HARDOI,2013,1,0,19,1,130,7,0,0,0,0,17,175
Uttar Pradesh,HATHRAS,2013,9,0,21,0,71,0,0,0,0,0,26,127
Uttar Pradesh,JALAUN,2013,6,0,6,0,33,0,0,0,0,0,20,65
Uttar Pradesh,JAUNPUR,2013,0,0,53,0,131,0,0,0,0,0,39,223
Uttar Pradesh,JHANSI,2013,5,0,9,0,41,0,0,0,0,0,33,88
Uttar Pradesh,KANNAUJ,2013,7,0,12,0,83,0,0,0,0,0,21,123
Uttar Pradesh,KANPUR DEHAT,2013,11,0,22,0,74,0,0,0,0,1,1,109
Uttar Pradesh,KANPUR NAGAR,2013,10,0,19,0,152,0,0,0,0,0,32,213
Uttar Pradesh,KASGANJ,2013,3,0,9,0,70,0,0,0,0,0,10,92
Uttar Pradesh,KAUSHAMBI,2013,1,0,7,0,37,0,0,0,0,0,0,45
Uttar Pradesh,KHIRI,2013,7,0,23,0,127,0,0,0,0,0,75,232
Uttar Pradesh,KUSHI NAGAR,2013,6,0,22,1,117,0,0,0,0,0,77,223
Uttar Pradesh,LALITPUR,2013,6,0,6,0,20,0,0,0,0,0,15,47
Uttar Pradesh,LUCKNOW,2013,4,1,32,3,54,2,0,0,0,0,118,214
Uttar Pradesh,MAHARAJGANJ,2013,4,0,6,0,60,0,0,0,0,0,30,100
Uttar Pradesh,MAHOBA,2013,1,0,9,0,7,0,0,0,0,0,0,17
Uttar Pradesh,MAINPURI,2013,5,0,13,0,88,0,0,0,0,0,15,121
Uttar Pradesh,MATHURA,2013,11,0,13,0,44,0,0,0,0,1,6,75
Uttar Pradesh,MAU,2013,1,0,14,0,80,0,0,0,0,0,7,102
Uttar Pradesh,MEERUT,2013,28,0,27,0,115,0,1,0,0,0,63,234
Uttar Pradesh,MIRZAPUR,2013,2,0,4,0,6,0,0,0,0,0,2,14
Uttar Pradesh,MORADABAD,2013,14,0,30,1,108,2,1,0,0,0,50,206
Uttar Pradesh,MUZAFFARNAGAR,2013,16,0,20,0,200,0,0,0,0,0,10,246
Uttar Pradesh,PILIBHIT,2013,2,0,14,0,10,0,0,0,0,0,15,41
Uttar Pradesh,PRATAPGARH,2013,7,0,15,0,89,0,0,0,0,0,13,124
Uttar Pradesh,RAIBAREILLY,2013,1,0,22,0,60,0,0,0,0,0,18,101
Uttar Pradesh,RAMPUR,2013,6,0,9,0,9,2,0,0,0,0,7,33
Uttar Pradesh,SAHARANPUR,2013,13,0,18,1,38,0,0,0,0,0,49,119
Uttar Pradesh,SAMBHAL,2013,9,0,9,0,116,0,0,0,0,0,22,156
Uttar Pradesh,SANT KABIRNAGAR,2013,0,0,15,0,59,0,0,0,0,0,22,96
Uttar Pradesh,SHAHJAHANPUR,2013,10,0,11,0,35,0,0,0,0,0,31,87
Uttar Pradesh,SHAMLI,2013,4,0,12,0,51,0,0,0,0,0,4,71
Uttar Pradesh,SHRAWASTI,2013,1,0,6,0,28,0,0,0,0,0,5,40
Uttar Pradesh,SIDHARTHNAGAR,2013,1,0,9,0,54,0,0,0,0,0,20,84
Uttar Pradesh,SITAPUR,2013,1,0,52,1,225,0,0,0,0,0,75,354
Uttar Pradesh,SONBHADRA,2013,7,0,15,0,12,0,0,0,0,0,3,37
Uttar Pradesh,ST.RAVIDASNAGAR,2013,2,0,3,0,15,0,0,0,0,0,4,24
Uttar Pradesh,SULTANPUR,2013,7,0,15,0,99,2,0,0,0,0,29,152
Uttar Pradesh,UNNAO,2013,6,2,18,0,155,0,0,0,0,0,85,266
Uttar Pradesh,VARANASI,2013,1,0,26,0,134,0,0,0,0,0,31,192
Uttar Pradesh,TOTAL,2013,482,10,1381,17,6002,36,3,0,0,5,1921,9857
Uttarakhand,ALMORA,2013,0,0,3,0,0,0,0,0,0,0,1,4
Uttarakhand,BAGESHWAR,2013,0,0,0,0,0,0,0,0,0,0,2,2
Uttarakhand,CHAMOLI,2013,0,0,3,0,9,0,0,1,0,0,0,13
Uttarakhand,CHAMPAWAT,2013,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,DEHRADUN,2013,2,0,10,0,115,0,0,0,0,0,4,131
Uttarakhand,HARIDWAR,2013,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,NAINITAL,2013,3,0,0,0,12,0,0,0,0,0,0,15
Uttarakhand,PAURI GARHWAL,2013,0,0,2,0,8,0,0,0,0,0,0,10
Uttarakhand,PITHORAGARH,2013,0,0,4,0,0,0,0,0,0,0,0,4
Uttarakhand,RUDRA PRAYAG,2013,0,0,1,0,0,0,0,0,0,0,0,1
Uttarakhand,TEHRI GARHWAL,2013,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,UDHAMSINGH NAGAR,2013,1,0,5,0,31,0,0,0,0,0,1,38
Uttarakhand,UTTARKASHI,2013,1,0,4,0,6,0,0,0,0,0,3,14
Uttarakhand,TOTAL,2013,7,0,32,0,181,0,0,1,0,0,11,232
West Bengal,24 PARGANAS NORTH,2013,5,0,51,0,163,0,0,78,23,6,0,326
West Bengal,24 PARGANAS SOUTH,2013,3,0,14,1,367,0,1,50,10,1,10,457
West Bengal,ASANSOL,2013,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,BANKURA,2013,0,0,8,0,1,0,0,0,0,1,0,10
West Bengal,BDN CP,2013,0,0,0,0,0,0,0,0,0,1,0,1
West Bengal,BIRBHUM,2013,5,0,25,0,52,0,0,0,0,0,0,82
West Bengal,BKP CP,2013,0,0,0,0,27,0,0,0,0,0,0,27
West Bengal,BURDWAN,2013,5,0,12,1,0,0,0,10,5,1,5,39
West Bengal,COOCHBEHAR,2013,2,0,7,1,88,0,0,12,2,1,4,117
West Bengal,DAKSHIN DINAJPUR,2013,1,0,15,0,33,1,0,0,0,0,12,62
West Bengal,DARJEELING,2013,1,0,2,0,0,0,0,5,1,0,2,11
West Bengal,HOOGHLY,2013,5,0,12,0,5,0,0,0,0,0,0,22
West Bengal,HOWRAH,2013,0,0,0,0,0,0,0,0,0,1,0,1
West Bengal,HOWRAH CITY,2013,0,0,0,0,120,0,0,0,0,2,0,122
West Bengal,HOWRAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,JALPAIGURI,2013,2,0,2,0,51,0,0,5,2,5,2,69
West Bengal,JHARGRAM,2013,2,0,0,0,0,0,0,0,0,0,0,2
West Bengal,KHARAGPUR G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,KOLKATA,2013,4,0,58,0,156,4,0,8,9,0,42,281
West Bengal,MALDA,2013,0,0,7,0,154,0,0,3,0,3,1,168
West Bengal,MURSHIDABAD,2013,18,0,109,0,87,0,0,210,4,6,7,441
West Bengal,NADIA,2013,1,0,1,0,0,0,0,0,0,0,0,2
West Bengal,PASCHIM MIDNAPUR,2013,0,0,1,0,0,0,0,2,0,2,1,6
West Bengal,PURAB MIDNAPUR,2013,9,0,27,0,20,0,0,72,4,2,0,135
West Bengal,PURULIA,2013,0,0,12,0,0,0,0,0,0,3,2,17
West Bengal,SEALDAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,SILIGURI G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,SILIGURI_PC,2013,0,0,0,0,46,0,0,0,0,2,0,48
West Bengal,UTTAR DINAJPUR,2013,5,0,14,0,18,0,0,31,9,6,0,83
West Bengal,TOTAL,2013,68,0,377,3,1388,5,1,486,69,43,89,2530
A&N Islands,CAR,2013,0,0,0,0,0,0,0,0,0,0,1,1
A&N Islands,NORTH,2013,0,0,4,0,5,0,0,0,0,0,6,15
A&N Islands,SOUTH,2013,0,0,17,1,7,0,2,0,0,0,11,38
A&N Islands,TOTAL,2013,0,0,21,1,12,0,2,0,0,0,18,54
Chandigarh,CHANDIGARH,2013,2,0,19,0,164,0,2,0,0,0,26,213
Chandigarh,TOTAL,2013,2,0,19,0,164,0,2,0,0,0,26,213
D&N Haveli,D&N HAVELI,2013,0,0,4,0,10,0,0,0,0,0,0,14
D&N Haveli,TOTAL,2013,0,0,4,0,10,0,0,0,0,0,0,14
Daman & Diu,DAMAN,2013,1,0,4,0,8,0,0,0,0,0,1,14
Daman & Diu,DIU,2013,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,TOTAL,2013,1,0,4,0,8,0,0,0,0,0,1,14
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,CENTRAL,2013,2,0,39,1,197,0,3,0,0,0,57,299
Delhi UT,CRIME BRANCH,2013,0,0,2,0,1,0,0,0,0,0,1,4
Delhi UT,EAST,2013,3,0,83,0,674,0,9,0,0,0,3,772
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,GRP(RLY),2013,1,0,4,0,17,0,9,0,0,0,1,32
Delhi UT,IGI AIRPORT,2013,0,0,0,0,1,0,0,0,0,0,0,1
Delhi UT,METRO RAIL,2013,0,0,0,0,7,0,1,0,0,0,1,9
Delhi UT,NEW DELHI,2013,0,0,10,0,63,0,1,0,0,0,15,89
Delhi UT,NORTH,2013,1,0,17,0,251,0,3,0,0,0,13,285
Delhi UT,NORTH-EAST,2013,5,0,91,0,845,0,10,0,0,0,29,980
Delhi UT,NORTH-WEST,2013,0,0,78,0,569,0,1,0,0,0,32,680
Delhi UT,OUTER,2013,7,1,93,0,873,0,5,0,0,0,59,1038
Delhi UT,SOUTH,2013,2,0,34,0,482,0,6,0,0,0,65,589
Delhi UT,SOUTH-EAST,2013,5,0,120,1,655,0,2,0,0,0,25,808
Delhi UT,SOUTH-WEST,2013,1,1,94,1,503,0,3,0,0,1,86,690
Delhi UT,STF,2013,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,WEST,2013,6,0,92,0,671,1,3,0,0,0,150,923
Delhi UT,TOTAL,2013,33,2,757,3,5809,1,56,0,0,1,537,7199
Lakshadweep,LAKSHADWEEP,2013,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,KARAIKAL,2013,0,0,4,0,0,0,0,0,0,0,0,4
Puducherry,PUDUCHERRY,2013,0,0,5,0,34,0,1,0,0,1,2,43
Puducherry,TOTAL,2013,0,0,9,0,34,0,1,0,0,1,2,47
