STATE,DISTRICT,Year,Murder,Infanticide,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,Literacy Rate- Total,Literacy Rate - Rural,Literacy Rate - Urban
KARNATAKA,TOTAL,2005,47,NA,48,7,35,1,18,7,0,3,25,191,,,
KERALA,ALAPUZHA,2005,1,NA,3,0,0,0,0,0,0,0,0,4,,,
KERALA,CBCID,2005,1,NA,2,0,0,0,0,0,0,0,0,3,,,
KERALA,ERNAKULAM COMMR.,2005,0,NA,2,0,0,0,0,0,0,0,1,3,,,
KERALA,ERNAKULAM RURAL,2005,0,NA,4,0,2,0,0,0,0,0,5,11,,,
KERALA,IDUKKI,2005,6,NA,12,0,0,0,0,0,0,0,3,21,,,
KERALA,KANNUR,2005,2,NA,6,0,2,0,0,1,0,2,7,20,,,
KERALA,KASARGOD,2005,2,NA,9,0,3,0,1,0,0,1,13,29,,,
KERALA,KOLLAM,2005,5,NA,18,0,13,0,0,0,0,0,16,52,,,
KERALA,KOTTAYAM,2005,1,NA,2,0,2,0,0,4,0,0,5,14,,,
KERALA,KOZHIKODE COMMR.,2005,3,NA,3,0,2,0,0,2,0,0,4,14,,,
KERALA,KOZHIKODE RURAL,2005,2,NA,9,0,2,0,0,0,0,0,17,30,,,
KERALA,MALAPPURAM,2005,5,NA,4,0,4,0,0,0,0,0,1,14,,,
KERALA,PALAKKAD,2005,3,NA,20,0,2,0,0,0,0,0,10,35,,,
KERALA,PATHANAMTHITTA,2005,2,NA,4,0,3,0,0,2,0,0,0,11,,,
KERALA,RAILWAYS,2005,0,NA,0,0,0,0,0,0,0,0,1,1,,,
KERALA,THRISSUR,2005,6,NA,7,0,2,0,0,0,0,0,9,24,,,
KERALA,TRIVANDRUM COMMR.,2005,0,NA,6,1,3,1,0,4,0,0,6,21,,,
KERALA,TRIVANDRUM RURAL,2005,4,NA,26,0,5,0,1,6,0,0,15,57,,,
KERALA,WAYANADU,2005,2,NA,3,0,0,0,1,2,0,0,14,22,,,
KERALA,TOTAL,2005,45,NA,140,1,45,1,3,21,0,3,127,386,,,
MADHYA PRADESH,ANUPPUR,2005,3,NA,14,0,5,0,0,0,0,3,0,25,,,
MADHYA PRADESH,ASHOK NAGAR,2005,2,NA,12,0,4,0,0,0,0,0,27,45,,,
MADHYA PRADESH,BALAGHAT,2005,4,NA,25,0,3,0,2,0,0,0,0,34,,,
MADHYA PRADESH,BARWANI,2005,4,NA,24,1,4,0,3,0,0,0,49,85,,,
MADHYA PRADESH,BETUL,2005,4,NA,91,0,13,0,0,0,0,1,112,221,,,
MADHYA PRADESH,BHIND,2005,3,NA,12,0,0,0,0,0,0,0,123,138,,,
MADHYA PRADESH,BHOPAL,2005,5,NA,43,0,19,0,9,0,0,1,0,77,,,
MADHYA PRADESH,BHOPAL RLY.,2005,4,NA,1,0,0,0,4,1,0,0,9,19,,,
MADHYA PRADESH,BURHANPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MADHYA PRADESH,CHHATARPUR,2005,0,NA,23,0,5,0,0,0,0,0,85,113,,,
MADHYA PRADESH,CHHINDWARA,2005,0,NA,0,0,0,0,0,0,0,1,0,1,,,
MADHYA PRADESH,DAMOH,2005,1,NA,3,0,1,0,0,0,0,0,38,43,,,
MADHYA PRADESH,DATIYA,2005,1,NA,9,0,8,1,0,0,0,0,40,59,,,
MADHYA PRADESH,DEWAS,2005,1,NA,16,0,2,0,5,0,0,0,11,35,,,
MADHYA PRADESH,DHAR,2005,5,NA,67,0,33,0,0,0,0,0,0,105,,,
MADHYA PRADESH,DINDORI,2005,0,NA,4,0,0,0,0,0,0,1,0,5,,,
MADHYA PRADESH,GUNA,2005,1,NA,28,0,0,0,0,0,0,0,99,128,,,
MADHYA PRADESH,GWALIOR,2005,6,NA,10,0,16,0,8,1,0,0,36,77,,,
MADHYA PRADESH,HARDA,2005,1,NA,5,0,1,0,0,0,0,0,5,12,,,
MADHYA PRADESH,HOSHANGABAD,2005,4,NA,13,0,3,2,0,0,0,0,30,52,,,
MADHYA PRADESH,INDORE,2005,10,NA,10,0,2,0,0,0,0,0,533,555,,,
MADHYA PRADESH,INDORE RLY.,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MADHYA PRADESH,JABALPUR,2005,0,NA,0,1,4,0,2,0,0,0,0,7,,,
MADHYA PRADESH,JABALPUR RLY.,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MADHYA PRADESH,JHABUA,2005,1,NA,0,0,2,0,0,0,0,0,26,29,,,
MADHYA PRADESH,KATNI,2005,3,NA,8,0,1,0,0,0,0,0,71,83,,,
MADHYA PRADESH,KHANDWA,2005,15,NA,30,0,28,2,4,0,0,2,120,201,,,
MADHYA PRADESH,KHARGON,2005,0,NA,2,0,0,0,0,0,0,0,6,8,,,
MADHYA PRADESH,MANDLA,2005,10,NA,34,0,8,0,0,0,0,0,0,52,,,
MADHYA PRADESH,MANDSAUR,2005,1,NA,13,0,6,0,0,0,0,0,13,33,,,
MADHYA PRADESH,MORENA,2005,2,NA,6,0,10,0,4,0,0,0,8,30,,,
MADHYA PRADESH,NARSINGHPUR,2005,3,NA,36,0,0,0,5,0,0,0,65,109,,,
MADHYA PRADESH,NEEMUCH,2005,1,NA,12,0,3,0,3,0,0,0,21,40,,,
MADHYA PRADESH,PANNA,2005,1,NA,13,0,0,0,0,0,0,0,16,31,,,
MADHYA PRADESH,RAISEN,2005,0,NA,0,0,0,0,0,0,0,0,23,23,,,
MADHYA PRADESH,RAJGARH,2005,2,NA,27,0,9,0,0,0,0,0,124,162,,,
MADHYA PRADESH,RATLAM,2005,5,NA,29,0,5,0,13,0,0,2,23,77,,,
MADHYA PRADESH,REWA,2005,2,NA,11,0,3,0,13,0,0,0,90,119,,,
MADHYA PRADESH,SAGAR,2005,6,NA,11,0,0,0,0,0,0,0,8,25,,,
MADHYA PRADESH,SATNA,2005,2,NA,45,1,1,0,8,2,0,0,56,115,,,
MADHYA PRADESH,SEONI,2005,4,NA,6,0,1,0,0,0,0,0,24,35,,,
MADHYA PRADESH,SHAHDOL,2005,3,NA,13,0,0,0,0,0,0,2,18,36,,,
MADHYA PRADESH,SHAJAPUR,2005,0,NA,9,0,2,0,4,0,0,4,15,34,,,
MADHYA PRADESH,SHEOPUR,2005,1,NA,1,0,0,0,0,0,0,0,28,30,,,
MADHYA PRADESH,SHIVPURI,2005,1,NA,5,0,0,0,0,0,0,0,0,6,,,
MADHYA PRADESH,SIDHI,2005,5,NA,23,5,17,0,5,0,0,1,46,102,,,
MADHYA PRADESH,SIHORE,2005,4,NA,26,0,0,0,0,0,0,0,83,113,,,
MADHYA PRADESH,TIKAMGARH,2005,3,NA,22,0,4,0,3,0,0,0,44,76,,,
MADHYA PRADESH,UJJAIN,2005,7,NA,21,0,8,0,0,0,0,0,70,106,,,
MADHYA PRADESH,UMARIYA,2005,1,NA,20,0,1,0,0,0,0,0,49,71,,,
MADHYA PRADESH,VIDISHA,2005,8,NA,37,4,8,2,0,0,0,0,80,139,,,
MADHYA PRADESH,TOTAL,2005,150,NA,870,12,240,7,95,4,0,18,2324,3721,,,
MAHARASHTRA,AHMEDNAGAR,2005,8,NA,18,0,0,0,0,0,0,0,0,26,,,
MAHARASHTRA,AKOLA,2005,5,NA,1,0,7,0,11,0,0,0,0,24,,,
MAHARASHTRA,AMRAVATI COMMR.,2005,1,NA,11,0,9,0,5,0,0,0,0,26,,,
MAHARASHTRA,AMRAVATI RURAL,2005,6,NA,23,0,12,0,0,0,0,1,25,67,,,
MAHARASHTRA,AURANGABAD COMMR.,2005,4,NA,15,0,8,0,24,0,0,0,0,51,,,
MAHARASHTRA,AURANGABAD RURAL,2005,8,NA,3,0,2,0,10,0,0,0,3,26,,,
MAHARASHTRA,BEED,2005,5,NA,11,0,12,0,0,0,0,0,0,28,,,
MAHARASHTRA,BHANDARA,2005,3,NA,14,0,11,0,0,0,0,0,2,30,,,
MAHARASHTRA,BULDHANA,2005,3,NA,19,0,8,0,0,0,0,0,16,46,,,
MAHARASHTRA,CHANDRAPUR,2005,4,NA,26,1,16,0,2,0,0,1,0,50,,,
MAHARASHTRA,DHULE,2005,0,NA,3,0,0,0,11,0,0,0,0,14,,,
MAHARASHTRA,GADCHIROLI,2005,3,NA,11,0,2,0,0,0,0,0,26,42,,,
MAHARASHTRA,GONDIA,2005,4,NA,5,0,3,0,0,0,0,1,4,17,,,
MAHARASHTRA,HINGOLI,2005,4,NA,1,0,4,0,5,0,0,0,0,14,,,
MAHARASHTRA,JALGAON,2005,5,NA,12,0,4,0,24,0,0,0,4,49,,,
MAHARASHTRA,JALNA,2005,6,NA,5,0,7,0,13,0,0,0,1,32,,,
MAHARASHTRA,KOLHAPUR,2005,7,NA,0,0,2,0,0,0,0,2,0,11,,,
MAHARASHTRA,LATUR,2005,1,NA,0,0,0,0,0,0,0,0,0,1,,,
MAHARASHTRA,MUMBAI,2005,9,NA,78,1,35,0,0,2,0,0,178,303,,,
MAHARASHTRA,MUMBAI RLY.,2005,0,NA,1,0,4,1,11,0,0,0,0,18,,,
MAHARASHTRA,NAGPUR COMMR.,2005,7,NA,34,0,44,0,5,0,0,1,43,134,,,
MAHARASHTRA,NAGPUR RLY.,2005,2,NA,0,0,1,0,15,0,0,0,0,18,,,
MAHARASHTRA,NAGPUR RURAL,2005,1,NA,35,0,19,0,2,0,0,0,34,91,,,
MAHARASHTRA,NANDED,2005,5,NA,16,0,13,0,28,0,0,2,2,66,,,
MAHARASHTRA,NANDURBAR,2005,2,NA,10,0,2,0,1,0,0,0,0,15,,,
MAHARASHTRA,NASIK COMMR.,2005,5,NA,3,0,2,0,5,0,0,1,1,17,,,
MAHARASHTRA,NASIK RURAL,2005,11,NA,28,1,15,0,24,0,0,0,23,102,,,
MAHARASHTRA,NAVI MUMBAI,2005,4,NA,9,0,10,0,4,0,0,0,52,79,,,
MAHARASHTRA,OSMANABAD,2005,5,NA,8,0,3,0,8,0,0,1,3,28,,,
MAHARASHTRA,PARBHANI,2005,8,NA,6,0,4,0,9,0,0,1,1,29,,,
MAHARASHTRA,PUNE COMMR.,2005,11,NA,47,0,49,0,16,0,0,5,181,314,,,
MAHARASHTRA,PUNE RLY.,2005,0,NA,0,0,0,0,2,0,0,0,0,2,,,
MAHARASHTRA,PUNE RURAL,2005,10,NA,31,0,11,0,8,0,0,0,11,71,,,
MAHARASHTRA,RAIGAD,2005,5,NA,0,0,5,0,3,1,0,0,0,14,,,
MAHARASHTRA,RATNAGIRI,2005,1,NA,11,0,4,0,6,0,0,1,6,29,,,
MAHARASHTRA,SANGLI,2005,9,NA,20,0,10,1,10,0,0,0,0,50,,,
MAHARASHTRA,SATARA,2005,9,NA,24,0,13,1,14,0,0,0,24,85,,,
MAHARASHTRA,SINDHUDURG,2005,1,NA,2,0,2,0,1,0,0,0,0,6,,,
MAHARASHTRA,SOLAPUR COMMR.,2005,1,NA,15,0,5,0,10,0,0,0,0,31,,,
MAHARASHTRA,SOLAPUR RURAL,2005,5,NA,3,0,2,7,8,2,0,1,2,30,,,
MAHARASHTRA,THANE COMMR.,2005,1,NA,22,0,31,0,18,0,0,1,0,73,,,
MAHARASHTRA,THANE RURAL,2005,1,NA,3,1,9,0,2,0,1,0,21,38,,,
MAHARASHTRA,WARDHA,2005,1,NA,3,0,0,0,0,0,0,0,22,26,,,
MAHARASHTRA,WASHIM,2005,1,NA,6,0,8,1,1,0,0,2,4,23,,,
MAHARASHTRA,YAVATMAL,2005,0,NA,41,0,12,0,5,0,0,1,0,59,,,
MAHARASHTRA,TOTAL,2005,192,NA,634,4,420,11,321,5,1,22,689,2305,,,
MANIPUR,BISHNUPUR,2005,1,NA,1,0,2,0,0,0,0,0,0,4,,,
MANIPUR,CHANDEL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MANIPUR,CHURACHANDPUR,2005,0,NA,0,0,1,0,0,0,0,0,0,1,,,
MANIPUR,IMPHAL(EAST),2005,0,NA,0,0,2,0,0,0,0,0,0,2,,,
MANIPUR,IMPHAL(WEST),2005,0,NA,3,0,5,0,0,0,0,0,0,8,,,
MANIPUR,SENAPATI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MANIPUR,TAMENGLONG,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MANIPUR,THOUBAL,2005,2,NA,0,0,3,0,0,0,0,0,0,5,,,
MANIPUR,UKHRUL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MANIPUR,TOTAL,2005,3,NA,4,0,13,0,0,0,0,0,0,20,,,
MEGHALAYA,GARO HILLS EAST,2005,0,NA,4,0,0,0,0,0,0,0,0,4,,,
MEGHALAYA,GARO HILLS SOUTH,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
MEGHALAYA,GARO HILLS WEST,2005,0,NA,1,0,3,0,0,4,0,0,0,8,,,
MEGHALAYA,JAINTIA HILLS,2005,2,NA,9,0,1,0,0,0,0,0,6,18,,,
MEGHALAYA,KHASI HILLS EAST,2005,4,NA,20,0,6,0,0,0,0,0,0,30,,,
MEGHALAYA,KHASI HILLS WEST,2005,2,NA,9,0,0,0,0,0,0,0,0,11,,,
MEGHALAYA,RI-BHOI,2005,1,NA,8,0,1,0,0,0,0,0,0,10,,,
MEGHALAYA,TOTAL,2005,9,NA,51,0,11,0,0,4,0,0,6,81,,,
MIZORAM,AIZAWL,2005,4,NA,10,0,5,0,0,0,0,0,0,19,,,
MIZORAM,CHAMPHAI,2005,4,NA,5,0,1,0,0,0,0,0,0,10,,,
MIZORAM,KOLASIB,2005,2,NA,2,0,0,0,0,0,0,0,0,4,,,
MIZORAM,LAWNGTLAI,2005,3,NA,2,0,2,0,0,0,0,0,0,7,,,
MIZORAM,LUNGLEI,2005,4,NA,6,0,2,0,0,0,0,0,0,12,,,
MIZORAM,MAMIT,2005,4,NA,6,0,2,0,0,0,0,0,0,12,,,
MIZORAM,SAIHA,2005,2,NA,2,0,1,0,0,0,0,0,0,5,,,
MIZORAM,SERCHHIP,2005,1,NA,4,0,0,0,0,0,0,0,0,5,,,
MIZORAM,TOTAL,2005,24,NA,37,0,13,0,0,0,0,0,0,74,,,
NAGALAND,DIMAPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,KIPHIRE,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,KOHIMA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,MOKOKCHUNG,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,MON,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,PEREN,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,PHEK,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,TUENSANG,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,WOKHA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,ZUNHEBOTO,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,TOTAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
NAGALAND,TOTAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,ANGUL,2005,0,NA,3,0,0,0,0,0,0,0,14,17,,,
ODISHA,BALASORE,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,BARAGARH,2005,0,NA,2,0,0,0,0,0,0,0,0,2,,,
ODISHA,BERHAMPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,BHADRAK,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,BOLANGIR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,BOUDH,2005,0,NA,1,0,0,0,0,0,0,0,1,2,,,
ODISHA,CUTTACK,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,DEOGARH,2005,1,NA,2,0,0,0,0,0,0,0,0,3,,,
ODISHA,DHENKANAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,GAJAPATI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,GANJAM,2005,1,NA,0,0,8,0,0,0,0,0,12,21,,,
ODISHA,JAGATSINGHPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,JAJPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,JHARSUGUDA,2005,0,NA,2,0,0,0,0,0,0,0,0,2,,,
ODISHA,KALAHANDI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,KANDHAMAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,KENDRAPARA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,KEONJHAR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,KHURDA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,KORAPUT,2005,1,NA,0,0,0,0,0,0,0,0,0,1,,,
ODISHA,MALKANGIR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,MAYURBHANJ,2005,0,NA,2,0,3,0,0,0,0,0,0,5,,,
ODISHA,NAYAGARH,2005,1,NA,4,0,0,0,0,0,0,0,0,5,,,
ODISHA,NOWRANGPUR,2005,1,NA,0,0,0,0,0,0,0,0,0,1,,,
ODISHA,NUAPADA,2005,0,NA,0,0,0,0,0,0,0,0,2,2,,,
ODISHA,PURI,2005,0,NA,1,0,0,0,0,0,0,0,0,1,,,
ODISHA,RAYAGADA,2005,0,NA,1,0,0,0,0,0,0,0,3,4,,,
ODISHA,ROURKELA,2005,0,NA,2,0,0,0,0,0,0,0,0,2,,,
ODISHA,SAMBALPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,SONEPUR,2005,3,NA,0,0,1,0,0,0,0,0,0,4,,,
ODISHA,SRP(CUTTACK),2005,0,NA,0,0,1,0,0,0,0,0,0,1,,,
ODISHA,SRP(ROURKELA),2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ODISHA,SUNDARGARH,2005,2,NA,8,0,3,0,0,0,0,0,0,13,,,
ODISHA,TOTAL,2005,10,NA,28,0,16,0,0,0,0,0,32,86,,,
PUNJAB,AMRITSAR,2005,0,NA,2,0,11,0,0,1,0,0,12,26,,,
PUNJAB,BARNALA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,BATALA,2005,5,NA,11,0,11,0,5,0,0,1,2,35,,,
PUNJAB,BHATINDA,2005,3,NA,4,0,4,0,0,1,0,1,7,20,,,
PUNJAB,FARIDKOT,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,FATEHGARH SAHIB,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,FEROZPUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,G.R.P,2005,0,NA,0,0,0,0,2,0,0,0,0,2,,,
PUNJAB,GURDASPUR,2005,2,NA,10,0,3,0,4,0,0,1,1,21,,,
PUNJAB,HOSHIARPUR,2005,0,NA,0,0,0,0,0,0,0,1,0,1,,,
PUNJAB,JAGRAON,2005,0,NA,1,0,2,0,0,0,0,0,1,4,,,
PUNJAB,JALANDHAR,2005,0,NA,0,0,0,0,0,0,0,2,3,5,,,
PUNJAB,KAPURTHALA,2005,1,NA,1,0,3,0,0,0,0,1,0,6,,,
PUNJAB,KHANNA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,LUDHIANA,2005,7,NA,10,4,8,0,2,0,0,0,7,38,,,
PUNJAB,MAJITHA,2005,3,NA,5,4,14,0,0,0,0,0,0,26,,,
PUNJAB,MANSA,2005,0,NA,0,0,0,0,0,0,0,1,0,1,,,
PUNJAB,MOGA,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,MUKTSAR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,NAWAN SHAHR,2005,0,NA,0,0,0,0,0,0,0,3,0,3,,,
PUNJAB,PATIALA,2005,0,NA,0,0,0,0,0,0,0,0,3,3,,,
PUNJAB,ROPAR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,SANGRUR,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUNJAB,TARN TARAN,2005,5,NA,7,4,3,0,0,0,0,0,0,19,,,
PUNJAB,TOTAL,2005,26,NA,51,12,59,0,13,2,0,11,36,210,,,
RAJASTHAN,AJMER,2005,1,NA,8,0,4,0,1,0,0,0,0,14,,,
RAJASTHAN,ALWAR,2005,0,NA,12,0,0,0,4,0,0,0,0,16,,,
RAJASTHAN,BANSWARA,2005,5,NA,4,0,3,0,2,0,0,0,0,14,,,
RAJASTHAN,BARAN,2005,2,NA,19,2,10,0,0,0,0,0,0,33,,,
RAJASTHAN,BARMER,2005,4,NA,3,0,11,0,4,0,0,0,0,22,,,
RAJASTHAN,BHARATPUR,2005,12,NA,5,0,24,0,3,0,0,0,0,44,,,
RAJASTHAN,BHILWARA,2005,0,NA,2,0,0,0,2,0,0,0,0,4,,,
RAJASTHAN,BIKANER,2005,0,NA,12,0,0,0,0,0,0,0,0,12,,,
RAJASTHAN,BUNDI,2005,0,NA,14,1,0,0,4,0,0,0,0,19,,,
RAJASTHAN,CHITTORGARH,2005,1,NA,12,2,0,0,2,0,0,1,0,18,,,
RAJASTHAN,CHURU,2005,0,NA,15,0,0,0,0,0,0,0,0,15,,,
RAJASTHAN,DAUSA,2005,0,NA,1,0,0,0,2,0,0,0,0,3,,,
RAJASTHAN,DHOLPUR,2005,3,NA,4,0,0,0,0,0,0,0,1,8,,,
RAJASTHAN,DUNGARPUR,2005,1,NA,2,0,1,0,3,0,0,0,2,9,,,
RAJASTHAN,G.R.P.,2005,0,NA,1,0,1,0,14,1,1,0,0,18,,,
RAJASTHAN,GANGANAGAR,2005,0,NA,14,1,2,0,4,0,0,0,2,23,,,
RAJASTHAN,HANUMANGARH,2005,0,NA,14,1,0,0,4,0,0,0,0,19,,,
RAJASTHAN,JAIPUR,2005,8,NA,30,0,29,0,23,0,0,1,1,92,,,
RAJASTHAN,JAISALMER,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
RAJASTHAN,JALORE,2005,4,NA,2,0,3,0,0,0,0,0,0,9,,,
RAJASTHAN,JHALAWAR,2005,5,NA,13,0,5,0,4,0,0,0,0,27,,,
RAJASTHAN,JHUNJHUNU,2005,0,NA,15,0,0,0,6,0,0,0,0,21,,,
RAJASTHAN,JODHPUR,2005,6,NA,2,0,21,0,9,0,0,1,0,39,,,
RAJASTHAN,KARAULI,2005,0,NA,3,0,0,0,0,0,0,0,0,3,,,
RAJASTHAN,KOTA,2005,0,NA,5,3,2,0,11,0,0,0,0,21,,,
RAJASTHAN,NAGAUR,2005,0,NA,13,0,0,0,0,0,0,0,0,13,,,
RAJASTHAN,PALI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
RAJASTHAN,RAJSAMAND,2005,0,NA,2,0,0,0,0,0,0,0,0,2,,,
RAJASTHAN,SAWAI MADHOPUR,2005,0,NA,0,0,0,0,3,0,0,0,0,3,,,
RAJASTHAN,SIKAR,2005,0,NA,0,0,0,0,4,0,0,0,1,5,,,
RAJASTHAN,SIROHI,2005,1,NA,9,0,3,0,0,0,0,0,0,13,,,
RAJASTHAN,TONK,2005,2,NA,7,0,11,0,8,0,0,0,0,28,,,
RAJASTHAN,UDAIPUR,2005,2,NA,3,0,2,0,6,0,0,0,0,13,,,
RAJASTHAN,TOTAL,2005,57,NA,246,10,132,0,123,1,1,3,7,580,,,
SIKKIM,EAST,2005,1,NA,7,1,1,0,4,0,0,0,1,15,,,
SIKKIM,NORTH,2005,0,NA,1,0,0,0,1,0,0,0,0,2,,,
SIKKIM,SOUTH,2005,0,NA,4,0,1,1,0,0,0,0,0,6,,,
SIKKIM,WEST,2005,0,NA,2,0,0,0,0,0,0,0,0,2,,,
SIKKIM,TOTAL,2005,1,NA,14,1,2,1,5,0,0,0,1,25,,,
TAMIL NADU,CHENNAI,2005,9,NA,27,0,8,1,0,0,0,0,0,45,,,
TAMIL NADU,CHENNAI RLY.,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,COIMBATORE RURAL,2005,1,NA,2,0,1,0,0,0,0,0,0,4,,,
TAMIL NADU,COIMBATORE URBAN,2005,2,NA,5,0,2,0,0,0,0,0,0,9,,,
TAMIL NADU,CUDDALORE,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,DHARMAPURI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,DINDIGUL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,ERODE,2005,1,NA,3,0,0,0,0,0,0,0,0,4,,,
TAMIL NADU,KANCHIPURAM,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,KANYAKUMARI,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,KARUR,2005,2,NA,0,0,0,0,0,0,0,0,0,2,,,
TAMIL NADU,KRISHNAGIRI,2005,2,NA,1,0,0,0,0,0,0,2,0,5,,,
TAMIL NADU,MADURAI RURAL,2005,3,NA,1,0,0,0,0,0,0,0,0,4,,,
TAMIL NADU,MADURAI URBAN,2005,0,NA,3,0,0,0,0,0,0,0,0,3,,,
TAMIL NADU,NAGAPATTINAM,2005,0,NA,0,0,0,0,0,0,0,0,16,16,,,
TAMIL NADU,NAMAKKAL,2005,3,NA,0,0,0,0,0,0,0,0,0,3,,,
TAMIL NADU,NILGIRIS,2005,1,NA,7,0,0,0,0,0,0,0,0,8,,,
TAMIL NADU,PERAMBALUR,2005,2,NA,1,0,0,0,0,0,0,0,13,16,,,
TAMIL NADU,PUDUKOTTAI,2005,5,NA,3,0,0,0,0,0,0,0,0,8,,,
TAMIL NADU,RAMNATHAPURAM,2005,1,NA,1,0,2,0,0,0,0,0,0,4,,,
TAMIL NADU,SALEM RURAL,2005,1,NA,13,0,8,0,0,0,0,0,0,22,,,
TAMIL NADU,SALEM URBAN,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,SIVAGANGAI,2005,0,NA,2,0,2,0,0,0,0,0,0,4,,,
TAMIL NADU,THANJAVUR,2005,0,NA,3,0,0,0,0,0,0,0,1,4,,,
TAMIL NADU,THENI,2005,3,NA,1,0,0,0,0,0,0,0,2,6,,,
TAMIL NADU,THIRUNELVELI RURAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,THIRUNELVELI URBAN,2005,0,NA,0,0,0,0,0,0,0,1,0,1,,,
TAMIL NADU,THIRUVALLUR,2005,1,NA,7,0,17,0,0,0,0,0,0,25,,,
TAMIL NADU,THIRUVANNAMALAI,2005,2,NA,0,0,0,0,0,0,0,0,0,2,,,
TAMIL NADU,THIRUVARUR,2005,0,NA,1,0,0,0,0,0,0,0,0,1,,,
TAMIL NADU,THOOTHUGUDI,2005,3,NA,13,0,6,0,0,0,0,0,0,22,,,
TAMIL NADU,TRICHY RLY.,2005,0,NA,0,0,0,0,2,0,0,0,0,2,,,
TAMIL NADU,TRICHY RURAL,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,TRICHY URBAN,2005,0,NA,0,0,0,0,0,0,0,0,0,0,,,
TAMIL NADU,VELLORE,2005,0,NA,4,0,1,0,0,0,0,1,0,6,,,
